job_position_id,organisation_id,role,job_position_status,signed_off
14121,2409,Other,Invited,false
12906,2402,CLINICAL NOTO ADM,Invited,false
13155,1,Other,Not invited,false
12949,2179,03/11/2022,Invited,false
12484,2410,Ambulance Care Assistant,Invited,false
13446,2379,Ambulance Care Assistant,Invited,false
12649,2179,Care Teamer,Active,false
13018,2402,CLINICAL NOTO ADM,Active,false
12666,2379,TestRole,Active,false
12612,2402,Doctor,Invited,false
13091,2402,CLINICAL NOTO ADM,Active,false
12463,2402,Doctor,Active,true
12708,2401,Checkr Background Checks,Invited,false
13262,2379,TestRole,Active,false
13273,2402,CLINICAL NOTO ADM,Active,false
13282,2372,Administrator,Active,false
13287,2179,03/11/2022,Invited,false
13249,2379,Administrator,Active,false
13447,2401,RTWcheck,Active,false
14114,2451,Administrator,Active,false
13466,2379,Ambulance Care Assistant,Invited,false
13675,2379,Other,Active,false
8577,2322,Administrator,Active,false
14898,2469,Administrator,Active,false
11913,2312,Administrator,Active,false
12961,2401,Administrator,Active,false
12047,2402,Administrator,Active,false
11705,2379,TestRole,Invited,false
12061,2417,Olga Test Role,Active,false
190,2179,Doctor,Active,false
12624,2179,Director,Active,false
14128,2452,Administrator,Active,false
12251,1,Other,Not invited,false
13092,2402,Administrator,Active,false
12485,2410,Ambulance Care Assistant,Invited,false
12520,2402,CLINICAL NOTO ADM,Invited,false
12650,2179,Care Teamer,Active,false
193,2179,Doctor,Active,false
12570,2179,Administrator,Active,false
12613,2291,Doctor,Active,false
13263,2379,TestRole,Active,false
12685,1,Other,Not invited,false
12709,2360,Andrey's Staff,Active,false
13165,2322,Office Administrator,Active,false
12787,2402,Edit checkr role 14/09/22,Active,true
13288,2179,03/11/2022,Invited,false
7112,1,Other,Active,false
13374,2375,Administrator,Active,false
814,1493,Carer,Active,false
11837,1,Other,Not invited,false
11843,1,Other,Not invited,false
11846,1,Other,Not invited,false
11914,2410,Ambulance Care Assistant,Invited,false
11447,2198,Administrator,Active,false
13166,2401,Administrator,Active,true
11480,2325,Director,Active,false
13157,1,Other,Not invited,false
14899,2469,Administrator,Active,false
11663,2191,11eee,Active,false
12908,2402,CLINICAL NOTO ADM,Active,false
12408,2402,CLINICAL NOTO ADM,Invited,false
13676,2379,Ambulance Care Assistant,Active,false
13579,2379,Ambulance Care Assistant,Invited,false
12252,1,Other,Not invited,false
12445,2409,Other,Invited,false
13479,2179,Restr,Active,false
14115,2451,Administrator,Active,true
12465,2409,Other,Invited,false
815,1493,Doctor,Active,false
13568,2379,Ambulance Care Assistant,Invited,false
12486,2410,Ambulance Care Assistant,Active,false
13521,2379,Ambulance Care Assistant,Invited,false
13488,2379,Ambulance Care Assistant,Archived,false
13040,1,Other,Not invited,false
12686,2404,Doctor New name Spire,Invited,false
12614,2402,Doctor,Invited,false
13520,1,Other,Not invited,false
12710,2422,Other,Not invited,true
12625,2179,123,Active,false
13093,2402,Other,Active,false
13289,2179,Care Teamer,Active,false
13264,1,Other,Not invited,false
12773,2379,Administrator,Active,false
12668,2325,Administrator,Active,false
12788,2379,Other,Invited,false
13553,2379,Other,Active,false
13306,1,Other,Not invited,false
13333,2402,Administrator,Active,false
13434,1,Other,Not invited,false
13377,2372,Administrator,Active,false
13375,2375,Administrator,Invited,false
13450,1,Other,Not invited,false
12603,2376,Other,Active,false
13569,2401,Yury,Active,false
11916,2409,Test,Active,false
12378,2407,Basic non-clinical,Not invited,false
1687,1,Doctor,Active,false
12049,2379,Other,Active,false
12409,2402,CLINICAL NOTO ADM,Invited,false
11481,2325,Beaty,Active,false
12687,2401,Administrator,Invited,false
13480,2179,123,Invited,false
12157,2379,Other,Active,false
13376,2375,Administrator,Active,false
13554,2379,Ambulance Care Assistant,Active,false
12466,2409,Other,Invited,false
10287,2291,Administrator,Active,false
12285,2402,CLINICAL NOTO ADM,Invited,false
12963,1,Other,Not invited,false
12965,1,Other,Not invited,false
13522,2379,Ambulance Care Assistant,Invited,false
13020,1,Other,Active,false
13041,1,Other,Not invited,false
287,565,GP,Active,false
3591,2260,Administrator,Invited,false
3712,2261,Administrator,Invited,false
15613,2483,Nurse UK,Archived,false
13094,2179,Doctor,Active,false
13196,2191,111aaaa,Active,false
12626,2179,123,Active,false
12711,2422,Other,Not invited,false
12669,2325,Administrator,Active,false
12064,2402,Administrator,Active,true
2634,2179,Carer,Active,false
13580,1,Other,Not invited,false
13451,1,Other,Not invited,false
11448,1,Other,Not invited,false
11482,2325,Tester,Active,false
11845,1,Other,Not invited,false
11848,2409,Administrator,Not invited,false
12447,2409,Other,Not invited,false
11917,2191,Administrator,Active,false
12467,2409,Other,Invited,false
12410,2402,CLINICAL NOTO ADM,Active,false
12488,2409,Other,Invited,false
12050,2379,Other,Active,false
12964,1,Other,Not invited,false
12790,2379,Other,Invited,false
12065,2402,Administrator,Invited,false
14117,2372,Administrator,Active,false
13042,1,Other,Not invited,false
12286,2402,CLINICAL NOTO ADM,Invited,false
13045,1,Other,Not invited,false
13600,2379,Ambulance Care Assistant,Invited,false
13555,2379,Ambulance Care Assistant,Active,false
14123,2379,Ambulance Care Assistant,Active,false
12604,2179,Administrator,Active,false
12670,2179,Administrator,Invited,false
13523,1,Other,Not invited,false
3726,2262,Administrator,Invited,false
3727,2263,Administrator,Invited,false
13308,1,Other,Not invited,false
13378,2191,Administrator,Active,false
13570,2437,Administrator,Active,false
14901,2401,Super,Invited,false
13436,2379,Ambulance Care Assistant,Invited,false
12380,2407,&;,Not invited,false
11849,2409,Administrator,Active,false
11414,2402,Administrator,Active,false
11668,2402,Doctor,Active,false
13721,2401,Administrator,Active,false
13688,2179,Administrator,Active,false
12468,2409,Other,Invited,false
15614,2401,Administrator,Active,false
12470,2409,Other,Invited,false
12489,2409,Other,Not invited,false
3559,2256,Administrator,Invited,false
11731,2379,TestRole,Active,false
3579,2257,Administrator,Invited,false
13267,2410,Ambulance Care Assistant,Active,false
9676,2325,Doctor,Active,false
14124,2185,Administrator,Active,false
12287,2402,CLINICAL NOTO ADM,Invited,false
12573,2179,Care Teamer,Active,false
11483,2322,Observer,Active,false
13380,2191,Administrator,Active,false
12729,2179,Irish Doctor,Active,false
13022,2361,Administrator,Active,false
13043,1,Other,Not invited,false
13107,1,Other,Not invited,false
13556,2379,Administrator,Active,false
13309,1,Other,Not invited,false
13583,2379,TestRole,Not invited,false
13737,2379,TestRole2,Active,false
13437,1,Other,Not invited,false
13738,2409,Other,Active,false
13739,1,Bank Statement1,Active,false
13741,2402,Not def adm,Active,false
13690,2379,Ambulance Care Assistant,Active,false
13573,2379,Administrator,Archived,false
13571,2379,Ambulance Care Assistant,Active,false
13524,2379,Ambulance Care Assistant,Invited,false
13493,2379,Ambulance Care Assistant,Invited,false
13482,2379,Ambulance Care Assistant,Invited,false
12381,2407,&;,Not invited,false
11919,1,Other,Active,false
11450,2379,TestRole,Active,false
12052,2198,Administrator,Active,false
12913,2376,Approver,Active,true
12469,2409,Other,Invited,false
12067,2402,Administrator,Active,false
12490,2409,Other,Invited,false
12411,2404,Doctor New name Spire,Invited,false
12967,1,Other,Not invited,false
13471,2379,Ambulance Care Assistant,Invited,false
11732,2325,IT guy,Active,false
12730,2191,approver Admin,Active,false
11539,2191,1 New Role MP-271101,Active,false
13691,2379,Ambulance Care Assistant,Invited,false
13044,1,Other,Not invited,false
14904,2402,Administrator,Invited,false
13108,1,Other,Not invited,false
12575,2179,Director,Active,false
13722,1,Other,Not invited,false
15615,2401,Administrator,Active,false
13557,2379,Administrator,Invited,false
13742,2402,Not def adm,Active,false
13381,2401,Checkr Background Checks,Active,false
13454,2379,Ambulance Care Assistant,Invited,false
12629,2179,123,Active,false
13310,1,Other,Not invited,false
13572,2401,Yury,Active,false
13743,2402,Not def adm,Active,false
13494,2379,Ambulance Care Assistant,Active,false
14118,2372,1,Active,false
13199,2191,111aaaa,Active,false
11486,2325,Director,Active,false
11417,2191,aaaaaa2323,Active,false
12382,2407,&;,Not invited,false
11852,2409,Other,Active,false
12914,2424,Administrator,Active,false
11670,2402,Doctor,Active,false
11733,1,Other,Not invited,false
12968,2198,Administrator,Active,false
12731,2191,Director,Active,false
12471,2409,Other,Invited,false
13472,2379,Ambulance Care Assistant,Archived,false
12472,2409,Other,Invited,false
12491,2409,Other,Invited,false
12527,1,Other,Not invited,false
12539,2402,Administrator,Invited,false
12068,2402,Administrator,Archived,false
13046,1,Other,Not invited,false
13716,1,Other,Not invited,false
12630,2179,123,Active,false
8796,2191,New_doctor,Active,false
13744,2402,Not def adm,Active,false
12793,2402,CLINICAL NOTO ADM,Invited,false
13311,1,Other,Not invited,false
8779,2315,3,Invited,false
13526,2372,Administrator,Active,false
2640,2179,Carer,Active,false
2642,2179,Carer,Active,false
13747,2402,Not def adm,Active,false
599,1493,Administrator,Active,false
2716,2179,Carer,Active,false
13751,1,Other,Not invited,false
13484,2379,Ambulance Care Assistant,Archived,false
13574,2379,Ambulance Care Assistant,Active,false
13558,2379,Ambulance Care Assistant,Active,false
13439,2379,Ambulance Care Assistant,Active,false
11418,2379,TestRole,Active,false
14127,1,Other,Not invited,false
11485,1,Other,Not invited,false
13496,2401,Yury,Active,false
11671,2412,Administrator,Invited,false
13277,2379,Administrator,Active,false
12796,2402,CLINICAL NOTO ADM,Active,false
13440,2379,Administrator,Active,false
12473,2409,Other,Invited,false
15616,2452,Administrator,Invited,false
14905,2402,Administrator,Active,false
12474,2409,Other,Invited,false
12492,2409,Other,Not invited,false
13717,1,Other,Not invited,false
12969,2401,Administrator,Active,false
12732,2401,Role,Active,false
12631,2179,Carer,Active,false
13312,2379,Ambulance Care Assistant,Active,false
12692,2179,03/11/2022,Active,false
13527,2402,Administrator,Active,false
11452,2191,111aaaa,Invited,false
13575,2379,Ambulance Care Assistant,Invited,false
13313,2379,Ambulance Care Assistant,Active,false
12915,2424,Other,Active,false
13559,2379,TestRole,Active,false
13025,2426,Administrator,Active,false
13473,2379,Ambulance Care Assistant,Invited,false
13172,1,Other,Not invited,false
13457,1,Other,Not invited,false
11419,2379,Other,Not invited,false
11328,2372,Administrator,Active,false
13759,2179,Nurse,Invited,false
12795,2402,CLINICAL NOTO ADM,Active,true
13497,2401,Yury,Active,false
602,1493,Doctor,Active,false
11922,1,Other,Active,false
13458,2379,Ambulance Care Assistant,Invited,false
12971,2372,11,Active,false
12475,2198,Absolurno new igrok,Active,false
12493,2325,Nurse,Invited,false
13809,2401,Role,Active,false
13765,2376,Administrator,Active,false
12578,1,Other,Not invited,false
11487,2325,Doctor,Active,true
13314,2379,Ambulance Care Assistant,Active,false
13725,1,Other,Not invited,false
12632,2179,03/11/2022,Active,false
13026,2179,Administrator,Active,false
13560,2379,Administrator,Active,false
13202,2372,1,Active,false
13441,1,Other,Not invited,false
13768,2409,Other,Active,false
13777,2372,aaa,Active,false
13808,2379,Ambulance Care Assistant,Active,false
13817,2379,Ambulance Care Assistant,Active,false
13793,2379,Ambulance Care Assistant,Active,false
13756,2379,Administrator,Active,false
13576,2379,Ambulance Care Assistant,Invited,false
13528,2379,Ambulance Care Assistant,Active,false
13486,2379,Ambulance Care Assistant,Archived,false
13474,2379,Ambulance Care Assistant,Invited,false
11453,2402,testrole,Invited,false
10722,2372,Nursys,Active,false
13293,2379,TestRole,Archived,false
12384,2325,Top Manager,Active,false
13766,2401,Yury,Archived,false
12415,2325,IT guy,Active,false
12973,1,Other,Not invited,false
13695,1,Other,Not invited,false
12494,2325,IT guy,Invited,false
13203,2191,111aaaa,Active,false
8470,2191,Administrator,Active,false
11714,2402,Administrator,Active,false
13113,1,Other,Not invited,false
9480,2198,Absolurno new igrok,Active,false
13174,1,Other,Not invited,false
12797,2402,CLINICAL NOTO ADM,Invited,false
13498,2379,TestRole,Active,false
13754,2401,Other,Active,false
13385,2372,Administrator,Active,false
13606,2409,Other,Invited,false
13760,2179,Care Teamer,Active,false
13577,2379,Administrator,Active,false
13769,2409,Other,Active,false
606,1493,Doctor,Active,false
13802,2379,Other,Not invited,false
13803,2379,Other,Not invited,false
13810,2401,Role,Active,false
13884,2402,CLINICAL NOTO ADM,Active,false
13762,2379,Administrator,Archived,false
13856,2379,Ambulance Care Assistant,Active,false
13818,2379,Ambulance Care Assistant,Active,false
13561,2379,Ambulance Care Assistant,Active,false
13487,2379,Ambulance Care Assistant,Invited,false
13475,2379,Ambulance Care Assistant,Invited,false
12633,2322,sdfgsdfgsdfgsdfg,Invited,false
11454,2402,testrole,Invited,false
11488,1,Other,Not invited,false
15617,2486,Administrator,Invited,false
11674,2407,Candidate,Active,false
11715,2197,Doctor,Active,false
9536,2198,Administrator,Active,false
13767,2401,Role,Active,false
12416,2402,Doctor,Active,false
12263,2402,Administrator,Invited,false
13352,2402,Other,Not invited,false
13499,2401,Yury,Active,false
12495,2325,Director,Invited,false
13719,1,Other,Not invited,false
13763,2401,Yury,Archived,false
12974,2206,Doctor MoM,Active,false
13727,2191,Administrator,Active,false
13755,1,Other,Not invited,false
13562,2375,Administrator,Active,false
19160,2516,Other,Active,false
12385,2325,Top Manager,Active,false
13832,2372,Doc viewer without edit fields,Active,false
12798,2402,CLINICAL NOTO ADM,Invited,false
12647,2179,Irish Doctor,Active,false
13386,2185,Administrator,Invited,false
13795,2379,Ambulance Care Assistant,Active,false
10172,2325,Top Manager,Active,false
13804,2379,Role,Invited,false
8780,2315,3,Invited,false
5368,2204,IT,Active,false
5826,2204,Administrator,Invited,false
13857,2379,Ambulance Care Assistant,Active,false
13819,2379,Ambulance Care Assistant,Active,false
13530,2379,Ambulance Care Assistant,Active,false
11923,2191,Administrator,Invited,false
8457,2204,Grechnevi Doctor,Active,false
13780,2372,aaa,Invited,false
10187,2325,Top Manager,Active,false
14908,2469,Administrator,Active,false
11489,2325,Accountant,Active,false
12919,2402,Administrator,Active,false
12455,2191,111aaaa,Active,false
13500,2401,Role,Active,false
13720,1,Other,Not invited,false
15618,2401,AAAAA,Invited,false
12799,2402,CLINICAL NOTO ADM,Invited,false
13051,1,Other,Not invited,false
13115,1,Other,Not invited,false
13885,2401,AAAAA,Active,false
11736,2204,Administrator,Active,false
13608,2198,Adminchick,Invited,false
13176,2376,Admin,Active,false
13833,2379,Ambulance Care Assistant,Archived,false
13531,2402,Administrator,Active,false
13353,1,Other,Not invited,false
12634,2179,Administrator,Active,false
13771,2372,Administrator,Active,false
13387,2185,Administrator,Active,false
12736,2379,TestRole,Active,false
12737,2379,TestRole,Active,false
2316,1493,Doctor,Invited,false
13796,1,Other,Not invited,false
13206,2401,Administrator,Active,true
13805,2379,TestRole2,Invited,false
11283,2191,111aaaa,Active,false
769,2179,Administrator,Active,false
9145,2204,Carer,Active,true
9164,2204,Grechnevi Doctor,Invited,false
8848,2291,Administrator,Invited,false
13786,2379,Other,Archived,false
13858,2379,Ambulance Care Assistant,Active,false
13820,2379,Ambulance Care Assistant,Active,false
13563,2379,Ambulance Care Assistant,Active,false
2319,1493,Doctor,Invited,false
11423,2379,TestRole,Active,false
11676,2402,Doctor,Active,false
13886,2401,AAAAA,Active,false
12386,2402,Doctor,Active,false
13813,2179,Administrator,Active,true
12418,2402,Doctor,Active,false
12975,2198,Administrator,Active,false
13501,2401,Role,Active,false
11737,2204,Administrator,Active,false
12497,2409,Other,Invited,false
13912,2325,IT guy,Active,false
13052,1,Other,Not invited,false
14006,2179,Administrator,Active,false
13834,2191,approver Admin,Active,false
13806,2401,Role,Archived,false
13177,2376,Admin,Active,false
12800,2402,CLINICAL NOTO ADM,Invited,false
13922,2191,approver Admin,Active,false
13207,2204,KPI viewer,Active,false
13354,1,Other,Not invited,false
13772,2372,Other,Invited,false
13388,2191,Administrator,Active,false
13781,2372,aaa,Active,false
13787,2409,Administrator,Invited,false
13859,2379,Ambulance Care Assistant,Active,false
13609,2379,Ambulance Care Assistant,Invited,false
13564,2379,Ambulance Care Assistant,Active,false
13797,2379,Ambulance Care Assistant,Active,false
13919,2401,Other,Invited,false
13887,2379,TestRole2,Archived,false
13926,2404,Admin Basic,Invited,false
13971,2409,Other,Invited,false
13985,2379,Ambulance Care Assistant,Active,false
11424,2204,Carer,Active,false
11457,2372,huhugi,Active,false
13565,2379,Role,Archived,false
13687,2179,Irish Doctor,Active,false
13788,2179,"""Associated Nurse Practitioner""",Active,false
11677,2402,Doctor,Active,false
13773,2191,111aaaa,Active,false
13730,1,Other,Not invited,false
12266,2402,Administrator,Invited,false
12387,2402,Doctor,Active,false
12976,2179,03/11/2022,Invited,false
13835,2401,MAX,Active,false
12339,2404,Doctor New name Spire,Invited,false
12296,2402,Doctor,Active,false
13053,1,Other,Not invited,false
13883,2401,Yury,Active,false
12498,2409,Other,Invited,false
12801,2402,CLINICAL NOTO ADM,Archived,false
12584,2419,Administrator,Active,false
13920,2401,Administrator,Active,false
13502,2401,Role,Active,false
13208,2204,KPI viewer,Active,false
2774,2179,Carer,Invited,false
2776,2179,Carer,Invited,false
13355,1,Other,Not invited,false
13389,2379,TestRole,Invited,false
13593,2409,Other,Active,false
13814,2379,Ambulance Care Assistant,Active,false
13888,2409,Administrator,Active,false
13913,2325,Doctor,Invited,false
13860,2379,TestRole,Active,false
11248,1,Other,Not invited,false
11250,1,Other,Not invited,false
11254,1,Other,Not invited,false
13923,2379,TestRole,Active,false
12388,2402,Not def adm,Active,false
12922,2379,TestRole,Invited,false
8317,2327,Administrator,Active,false
13921,2401,Other,Invited,false
13503,2401,Role,Active,false
12499,2379,TestRole,Invited,false
12075,2179,03/11/2022,Invited,false
14032,2379,Ambulance Care Assistant,Active,false
12267,2402,Administrator,Invited,false
14135,2379,TestRole,Invited,false
13889,2376,Administrator,Active,false
12977,2198,Administrator,Active,false
12585,2379,TestRole,Active,false
12740,2379,TestRole,Active,false
12802,2379,TestRole,Active,false
13118,2409,Testik,Active,false
13861,2379,Ambulance Care Assistant,Active,false
13320,2379,Ambulance Care Assistant,Active,false
13356,1,Other,Not invited,false
13612,1,Other,Not invited,false
13836,2379,Ambulance Care Assistant,Active,false
13815,2379,Ambulance Care Assistant,Active,false
10173,2325,Nurse,Active,false
13578,2379,Ambulance Care Assistant,Invited,false
13566,2379,Ambulance Care Assistant,Active,false
13534,2379,Ambulance Care Assistant,Archived,false
13986,2379,Ambulance Care Assistant,Active,false
14034,2379,Ambulance Care Assistant,Active,false
14035,2198,Absolurno new igrok,Archived,false
14037,2449,Administrator,Active,false
12389,2402,Evg role,Active,false
12421,2402,Doctor,Invited,false
14161,1,Other,Not invited,false
12923,2402,Doctor,Active,false
19161,2424,Other,Invited,false
12979,1,Other,Not invited,false
12638,2179,Administrator,Active,false
12741,2379,TestRole,Active,false
12803,2409,Testik,Active,false
13055,2198,Administrator,Active,false
13119,2410,Ambulance Care Assistant,Active,false
13210,2372,1,Active,false
13357,2372,"""quoted""",Active,false
13790,2379,Ambulance Care Assistant,Active,false
13392,2191,000-111,Active,false
13702,2379,Ambulance Care Assistant,Active,false
13504,2379,Ambulance Care Assistant,Invited,false
13914,2379,Administrator,Invited,false
13987,2379,Ambulance Care Assistant,Active,false
14033,2379,Ambulance Care Assistant,Active,false
14168,2401,AAAAA,Active,false
14038,2450,Administrator,Active,false
14057,2379,Ambulance Care Assistant,Active,false
14173,2179,Administrator,Invited,false
14174,1,Other,Not invited,false
14170,2401,AAAAA,Invited,false
11199,2325,IT guy,Archived,false
11427,2379,Other,Active,false
11862,2409,Other,Active,false
12390,2402,View Checkr Role,Active,false
14162,1,Other,Not invited,false
13838,2401,Checkr Background Checks,Active,false
11458,2204,Administrator,Active,false
13863,2401,Administrator,Active,true
13505,2401,Role,Active,false
12422,2402,CLINICAL NOTO ADM,Archived,false
9757,2322,Administrator,Active,false
13211,2191,111aaaa,Active,false
12639,2179,aaa,Active,false
12742,2379,TestRole,Not invited,false
13056,2198,GP,Active,false
9151,2322,TestReportRole,Active,true
13828,2372,huhugi,Active,false
